21565 21570 21568 21579  60.0 2.5
21570 21568 21579 21575 -60.0 2.5
21568 21579 21575 21571  60.0 2.5
21579 21575 21571 21565 -60.0 2.5
21575 21571 21565 21570  60.0 2.5
21571 21565 21570 21568 -60.0 2.5
21697 21702 21700 21714  60.0 2.5
21702 21700 21714 21707 -60.0 2.5
21700 21714 21707 21703  60.0 2.5
21714 21707 21703 21697 -60.0 2.5
21707 21703 21697 21702  60.0 2.5
21703 21697 21702 21700 -60.0 2.5
21832 21837 21835 21846  60.0 2.5
21837 21835 21846 21842 -60.0 2.5
21835 21846 21842 21838  60.0 2.5
21846 21842 21838 21832 -60.0 2.5
21842 21838 21832 21837  60.0 2.5
21838 21832 21837 21835 -60.0 2.5
21964 21969 21967 21981  60.0 2.5
21969 21967 21981 21974 -60.0 2.5
21967 21981 21974 21970  60.0 2.5
21981 21974 21970 21964 -60.0 2.5
21974 21970 21964 21969  60.0 2.5
21970 21964 21969 21967 -60.0 2.5
22099 22104 22102 22113  60.0 2.5
22104 22102 22113 22109 -60.0 2.5
22102 22113 22109 22105  60.0 2.5
22113 22109 22105 22099 -60.0 2.5
22109 22105 22099 22104  60.0 2.5
22105 22099 22104 22102 -60.0 2.5
22121 22125 22123 22133  60.0 2.5
22125 22123 22133 22130 -60.0 2.5
22123 22133 22130 22126  60.0 2.5
22133 22130 22126 22121 -60.0 2.5
22130 22126 22121 22125  60.0 2.5
22126 22121 22125 22123 -60.0 2.5
22141 22145 22143 22159  60.0 2.5
22145 22143 22159 22156 -60.0 2.5
22143 22159 22156 22146  60.0 2.5
22159 22156 22146 22141 -60.0 2.5
22156 22146 22141 22145  60.0 2.5
22146 22141 22145 22143 -60.0 2.5
22168 22172 22170 22181  60.0 2.5
22172 22170 22181 22177 -60.0 2.5
22170 22181 22177 22173  60.0 2.5
22181 22177 22173 22168 -60.0 2.5
22177 22173 22168 22172  60.0 2.5
22173 22168 22172 22170 -60.0 2.5
22193 22196 22194 22204 -60.0 2.5
22196 22194 22204 22200  60.0 2.5
22194 22204 22200 22197 -60.0 2.5
22204 22200 22197 22193  60.0 2.5
22200 22197 22193 22196 -60.0 2.5
22197 22193 22196 22194  60.0 2.5
22336 22341 22339 22353  60.0 2.5
22341 22339 22353 22346 -60.0 2.5
22339 22353 22346 22342  60.0 2.5
22353 22346 22342 22336 -60.0 2.5
22346 22342 22336 22341  60.0 2.5
22342 22336 22341 22339 -60.0 2.5
22471 22476 22474 22488  60.0 2.5
22476 22474 22488 22481 -60.0 2.5
22474 22488 22481 22477  60.0 2.5
22488 22481 22477 22471 -60.0 2.5
22481 22477 22471 22476  60.0 2.5
22477 22471 22476 22474 -60.0 2.5
22606 22611 22609 22620  60.0 2.5
22611 22609 22620 22616 -60.0 2.5
22609 22620 22616 22612  60.0 2.5
22620 22616 22612 22606 -60.0 2.5
22616 22612 22606 22611  60.0 2.5
22612 22606 22611 22609 -60.0 2.5
22738 22743 22741 22752  60.0 2.5
22743 22741 22752 22748 -60.0 2.5
22741 22752 22748 22744  60.0 2.5
22752 22748 22744 22738 -60.0 2.5
22748 22744 22738 22743  60.0 2.5
22744 22738 22743 22741 -60.0 2.5
22870 22875 22873 22884  60.0 2.5
22875 22873 22884 22880 -60.0 2.5
22873 22884 22880 22876  60.0 2.5
22884 22880 22876 22870 -60.0 2.5
22880 22876 22870 22875  60.0 2.5
22876 22870 22875 22873 -60.0 2.5
23002 23007 23005 23016  60.0 2.5
23007 23005 23016 23012 -60.0 2.5
23005 23016 23012 23008  60.0 2.5
23016 23012 23008 23002 -60.0 2.5
23012 23008 23002 23007  60.0 2.5
23008 23002 23007 23005 -60.0 2.5
23134 23139 23137 23151  60.0 2.5
23139 23137 23151 23144 -60.0 2.5
23137 23151 23144 23140  60.0 2.5
23151 23144 23140 23134 -60.0 2.5
23144 23140 23134 23139  60.0 2.5
23140 23134 23139 23137 -60.0 2.5
23269 23274 23272 23283  60.0 2.5
23274 23272 23283 23279 -60.0 2.5
23272 23283 23279 23275  60.0 2.5
23283 23279 23275 23269 -60.0 2.5
23279 23275 23269 23274  60.0 2.5
23275 23269 23274 23272 -60.0 2.5
23291 23295 23293 23303  60.0 2.5
23295 23293 23303 23300 -60.0 2.5
23293 23303 23300 23296  60.0 2.5
23303 23300 23296 23291 -60.0 2.5
23300 23296 23291 23295  60.0 2.5
23296 23291 23295 23293 -60.0 2.5
23311 23315 23313 23329  60.0 2.5
23315 23313 23329 23326 -60.0 2.5
23313 23329 23326 23316  60.0 2.5
23329 23326 23316 23311 -60.0 2.5
23326 23316 23311 23315  60.0 2.5
23316 23311 23315 23313 -60.0 2.5
23338 23342 23340 23351  60.0 2.5
23342 23340 23351 23347 -60.0 2.5
23340 23351 23347 23343  60.0 2.5
23351 23347 23343 23338 -60.0 2.5
23347 23343 23338 23342  60.0 2.5
23343 23338 23342 23340 -60.0 2.5
23363 23366 23364 23374 -60.0 2.5
23366 23364 23374 23370  60.0 2.5
23364 23374 23370 23367 -60.0 2.5
