10837 10842 10840 10851  60.0 2.5
10842 10840 10851 10847 -60.0 2.5
10840 10851 10847 10843  60.0 2.5
10851 10847 10843 10837 -60.0 2.5
10847 10843 10837 10842  60.0 2.5
10843 10837 10842 10840 -60.0 2.5
10969 10974 10972 10986  60.0 2.5
10974 10972 10986 10979 -60.0 2.5
10972 10986 10979 10975  60.0 2.5
10986 10979 10975 10969 -60.0 2.5
10979 10975 10969 10974  60.0 2.5
10975 10969 10974 10972 -60.0 2.5
11104 11109 11107 11118  60.0 2.5
11109 11107 11118 11114 -60.0 2.5
11107 11118 11114 11110  60.0 2.5
11118 11114 11110 11104 -60.0 2.5
11114 11110 11104 11109  60.0 2.5
11110 11104 11109 11107 -60.0 2.5
11236 11241 11239 11253  60.0 2.5
11241 11239 11253 11246 -60.0 2.5
11239 11253 11246 11242  60.0 2.5
11253 11246 11242 11236 -60.0 2.5
11246 11242 11236 11241  60.0 2.5
11242 11236 11241 11239 -60.0 2.5
11371 11376 11374 11385  60.0 2.5
11376 11374 11385 11381 -60.0 2.5
11374 11385 11381 11377  60.0 2.5
11385 11381 11377 11371 -60.0 2.5
11381 11377 11371 11376  60.0 2.5
11377 11371 11376 11374 -60.0 2.5
11393 11397 11395 11405  60.0 2.5
11397 11395 11405 11402 -60.0 2.5
11395 11405 11402 11398  60.0 2.5
11405 11402 11398 11393 -60.0 2.5
11402 11398 11393 11397  60.0 2.5
11398 11393 11397 11395 -60.0 2.5
11413 11417 11415 11431  60.0 2.5
11417 11415 11431 11428 -60.0 2.5
11415 11431 11428 11418  60.0 2.5
11431 11428 11418 11413 -60.0 2.5
11428 11418 11413 11417  60.0 2.5
11418 11413 11417 11415 -60.0 2.5
11440 11444 11442 11453  60.0 2.5
11444 11442 11453 11449 -60.0 2.5
11442 11453 11449 11445  60.0 2.5
11453 11449 11445 11440 -60.0 2.5
11449 11445 11440 11444  60.0 2.5
11445 11440 11444 11442 -60.0 2.5
11465 11468 11466 11476 -60.0 2.5
11468 11466 11476 11472  60.0 2.5
11466 11476 11472 11469 -60.0 2.5
11476 11472 11469 11465  60.0 2.5
11472 11469 11465 11468 -60.0 2.5
11469 11465 11468 11466  60.0 2.5
11608 11613 11611 11625  60.0 2.5
11613 11611 11625 11618 -60.0 2.5
11611 11625 11618 11614  60.0 2.5
11625 11618 11614 11608 -60.0 2.5
11618 11614 11608 11613  60.0 2.5
11614 11608 11613 11611 -60.0 2.5
11743 11748 11746 11760  60.0 2.5
11748 11746 11760 11753 -60.0 2.5
11746 11760 11753 11749  60.0 2.5
11760 11753 11749 11743 -60.0 2.5
11753 11749 11743 11748  60.0 2.5
11749 11743 11748 11746 -60.0 2.5
11878 11883 11881 11892  60.0 2.5
11883 11881 11892 11888 -60.0 2.5
11881 11892 11888 11884  60.0 2.5
11892 11888 11884 11878 -60.0 2.5
11888 11884 11878 11883  60.0 2.5
11884 11878 11883 11881 -60.0 2.5
12010 12015 12013 12024  60.0 2.5
12015 12013 12024 12020 -60.0 2.5
12013 12024 12020 12016  60.0 2.5
12024 12020 12016 12010 -60.0 2.5
12020 12016 12010 12015  60.0 2.5
12016 12010 12015 12013 -60.0 2.5
12142 12147 12145 12156  60.0 2.5
12147 12145 12156 12152 -60.0 2.5
12145 12156 12152 12148  60.0 2.5
12156 12152 12148 12142 -60.0 2.5
12152 12148 12142 12147  60.0 2.5
12148 12142 12147 12145 -60.0 2.5
12274 12279 12277 12288  60.0 2.5
12279 12277 12288 12284 -60.0 2.5
12277 12288 12284 12280  60.0 2.5
12288 12284 12280 12274 -60.0 2.5
12284 12280 12274 12279  60.0 2.5
12280 12274 12279 12277 -60.0 2.5
12406 12411 12409 12423  60.0 2.5
12411 12409 12423 12416 -60.0 2.5
12409 12423 12416 12412  60.0 2.5
12423 12416 12412 12406 -60.0 2.5
12416 12412 12406 12411  60.0 2.5
12412 12406 12411 12409 -60.0 2.5
12541 12546 12544 12555  60.0 2.5
12546 12544 12555 12551 -60.0 2.5
12544 12555 12551 12547  60.0 2.5
12555 12551 12547 12541 -60.0 2.5
12551 12547 12541 12546  60.0 2.5
12547 12541 12546 12544 -60.0 2.5
12563 12567 12565 12575  60.0 2.5
12567 12565 12575 12572 -60.0 2.5
12565 12575 12572 12568  60.0 2.5
12575 12572 12568 12563 -60.0 2.5
12572 12568 12563 12567  60.0 2.5
12568 12563 12567 12565 -60.0 2.5
12583 12587 12585 12601  60.0 2.5
12587 12585 12601 12598 -60.0 2.5
12585 12601 12598 12588  60.0 2.5
12601 12598 12588 12583 -60.0 2.5
12598 12588 12583 12587  60.0 2.5
12588 12583 12587 12585 -60.0 2.5
12610 12614 12612 12623  60.0 2.5
12614 12612 12623 12619 -60.0 2.5
12612 12623 12619 12615  60.0 2.5
12623 12619 12615 12610 -60.0 2.5
12619 12615 12610 12614  60.0 2.5
12615 12610 12614 12612 -60.0 2.5
12635 12638 12636 12646 -60.0 2.5
12638 12636 12646 12642  60.0 2.5
12636 12646 12642 12639 -60.0 2.5
12646 12642 12639 12635  60.0 2.5
12642 12639 12635 12638 -60.0 2.5
12639 12635 12638 12636  60.0 2.5
12778 12783 12781 12792  60.0 2.5
12783 12781 12792 12788 -60.0 2.5
12781 12792 12788 12784  60.0 2.5
12792 12788 12784 12778 -60.0 2.5
12788 12784 12778 12783  60.0 2.5
12784 12778 12783 12781 -60.0 2.5
12910 12915 12913 12927  60.0 2.5
12915 12913 12927 12920 -60.0 2.5
12913 12927 12920 12916  60.0 2.5
12927 12920 12916 12910 -60.0 2.5
12920 12916 12910 12915  60.0 2.5
12916 12910 12915 12913 -60.0 2.5
13045 13050 13048 13059  60.0 2.5
13050 13048 13059 13055 -60.0 2.5
13048 13059 13055 13051  60.0 2.5
13059 13055 13051 13045 -60.0 2.5
13055 13051 13045 13050  60.0 2.5
13051 13045 13050 13048 -60.0 2.5
13177 13182 13180 13191  60.0 2.5
13182 13180 13191 13187 -60.0 2.5
13180 13191 13187 13183  60.0 2.5
13191 13187 13183 13177 -60.0 2.5
13187 13183 13177 13182  60.0 2.5
13183 13177 13182 13180 -60.0 2.5
13309 13314 13312 13326  60.0 2.5
13314 13312 13326 13319 -60.0 2.5
13312 13326 13319 13315  60.0 2.5
13326 13319 13315 13309 -60.0 2.5
13319 13315 13309 13314  60.0 2.5
13315 13309 13314 13312 -60.0 2.5
13444 13449 13447 13458  60.0 2.5
13449 13447 13458 13454 -60.0 2.5
13447 13458 13454 13450  60.0 2.5
13458 13454 13450 13444 -60.0 2.5
13454 13450 13444 13449  60.0 2.5
13450 13444 13449 13447 -60.0 2.5
13576 13581 13579 13590  60.0 2.5
13581 13579 13590 13586 -60.0 2.5
13579 13590 13586 13582  60.0 2.5
13590 13586 13582 13576 -60.0 2.5
13586 13582 13576 13581  60.0 2.5
13582 13576 13581 13579 -60.0 2.5
13708 13713 13711 13722  60.0 2.5
13713 13711 13722 13718 -60.0 2.5
13711 13722 13718 13714  60.0 2.5
13722 13718 13714 13708 -60.0 2.5
13718 13714 13708 13713  60.0 2.5
13714 13708 13713 13711 -60.0 2.5
13840 13845 13843 13857  60.0 2.5
13845 13843 13857 13850 -60.0 2.5
13843 13857 13850 13846  60.0 2.5
13857 13850 13846 13840 -60.0 2.5
13850 13846 13840 13845  60.0 2.5
13846 13840 13845 13843 -60.0 2.5
13975 13980 13978 13989  60.0 2.5
13980 13978 13989 13985 -60.0 2.5
13978 13989 13985 13981  60.0 2.5
13989 13985 13981 13975 -60.0 2.5
13985 13981 13975 13980  60.0 2.5
13981 13975 13980 13978 -60.0 2.5
14107 14112 14110 14121  60.0 2.5
14112 14110 14121 14117 -60.0 2.5
14110 14121 14117 14113  60.0 2.5
14121 14117 14113 14107 -60.0 2.5
14117 14113 14107 14112  60.0 2.5
14113 14107 14112 14110 -60.0 2.5
14239 14244 14242 14253  60.0 2.5
14244 14242 14253 14249 -60.0 2.5
14242 14253 14249 14245  60.0 2.5
14253 14249 14245 14239 -60.0 2.5
14249 14245 14239 14244  60.0 2.5
14245 14239 14244 14242 -60.0 2.5
14371 14376 14374 14385  60.0 2.5
14376 14374 14385 14381 -60.0 2.5
14374 14385 14381 14377  60.0 2.5
14385 14381 14377 14371 -60.0 2.5
14381 14377 14371 14376  60.0 2.5
14377 14371 14376 14374 -60.0 2.5
14503 14508 14506 14517  60.0 2.5
14508 14506 14517 14513 -60.0 2.5
14506 14517 14513 14509  60.0 2.5
14517 14513 14509 14503 -60.0 2.5
14513 14509 14503 14508  60.0 2.5
14509 14503 14508 14506 -60.0 2.5
14635 14640 14638 14649  60.0 2.5
14640 14638 14649 14645 -60.0 2.5
14638 14649 14645 14641  60.0 2.5
14649 14645 14641 14635 -60.0 2.5
14645 14641 14635 14640  60.0 2.5
14641 14635 14640 14638 -60.0 2.5
14767 14772 14770 14781  60.0 2.5
14772 14770 14781 14777 -60.0 2.5
14770 14781 14777 14773  60.0 2.5
14781 14777 14773 14767 -60.0 2.5
14777 14773 14767 14772  60.0 2.5
14773 14767 14772 14770 -60.0 2.5
14899 14904 14902 14913  60.0 2.5
14904 14902 14913 14909 -60.0 2.5
14902 14913 14909 14905  60.0 2.5
14913 14909 14905 14899 -60.0 2.5
14909 14905 14899 14904  60.0 2.5
14905 14899 14904 14902 -60.0 2.5
15031 15036 15034 15045  60.0 2.5
15036 15034 15045 15041 -60.0 2.5
15034 15045 15041 15037  60.0 2.5
15045 15041 15037 15031 -60.0 2.5
15041 15037 15031 15036  60.0 2.5
15037 15031 15036 15034 -60.0 2.5
15163 15168 15166 15177  60.0 2.5
15168 15166 15177 15173 -60.0 2.5
15166 15177 15173 15169  60.0 2.5
15177 15173 15169 15163 -60.0 2.5
15173 15169 15163 15168  60.0 2.5
15169 15163 15168 15166 -60.0 2.5
15295 15300 15298 15309  60.0 2.5
15300 15298 15309 15305 -60.0 2.5
15298 15309 15305 15301  60.0 2.5
15309 15305 15301 15295 -60.0 2.5
15305 15301 15295 15300  60.0 2.5
15301 15295 15300 15298 -60.0 2.5
15427 15432 15430 15441  60.0 2.5
15432 15430 15441 15437 -60.0 2.5
15430 15441 15437 15433  60.0 2.5
15441 15437 15433 15427 -60.0 2.5
15437 15433 15427 15432  60.0 2.5
15433 15427 15432 15430 -60.0 2.5
15559 15564 15562 15573  60.0 2.5
15564 15562 15573 15569 -60.0 2.5
15562 15573 15569 15565  60.0 2.5
15573 15569 15565 15559 -60.0 2.5
15569 15565 15559 15564  60.0 2.5
15565 15559 15564 15562 -60.0 2.5
15691 15696 15694 15705  60.0 2.5
15696 15694 15705 15701 -60.0 2.5
15694 15705 15701 15697  60.0 2.5
15705 15701 15697 15691 -60.0 2.5
15701 15697 15691 15696  60.0 2.5
15697 15691 15696 15694 -60.0 2.5
15823 15828 15826 15837  60.0 2.5
15828 15826 15837 15833 -60.0 2.5
15826 15837 15833 15829  60.0 2.5
15837 15833 15829 15823 -60.0 2.5
15833 15829 15823 15828  60.0 2.5
15829 15823 15828 15826 -60.0 2.5
15955 15960 15958 15969  60.0 2.5
15960 15958 15969 15965 -60.0 2.5
15958 15969 15965 15961  60.0 2.5
15969 15965 15961 15955 -60.0 2.5
15965 15961 15955 15960  60.0 2.5
15961 15955 15960 15958 -60.0 2.5
16087 16092 16090 16101  60.0 2.5
16092 16090 16101 16097 -60.0 2.5
16090 16101 16097 16093  60.0 2.5
16101 16097 16093 16087 -60.0 2.5
16097 16093 16087 16092  60.0 2.5
16093 16087 16092 16090 -60.0 2.5
16219 16224 16222 16233  60.0 2.5
16224 16222 16233 16229 -60.0 2.5
16222 16233 16229 16225  60.0 2.5
16233 16229 16225 16219 -60.0 2.5
16229 16225 16219 16224  60.0 2.5
16225 16219 16224 16222 -60.0 2.5
16351 16356 16354 16365  60.0 2.5
16356 16354 16365 16361 -60.0 2.5
16354 16365 16361 16357  60.0 2.5
16365 16361 16357 16351 -60.0 2.5
16361 16357 16351 16356  60.0 2.5
16357 16351 16356 16354 -60.0 2.5
16483 16488 16486 16497  60.0 2.5
16488 16486 16497 16493 -60.0 2.5
16486 16497 16493 16489  60.0 2.5
16497 16493 16489 16483 -60.0 2.5
16493 16489 16483 16488  60.0 2.5
16489 16483 16488 16486 -60.0 2.5
16615 16620 16618 16629  60.0 2.5
16620 16618 16629 16625 -60.0 2.5
16618 16629 16625 16621  60.0 2.5
16629 16625 16621 16615 -60.0 2.5
16625 16621 16615 16620  60.0 2.5
16621 16615 16620 16618 -60.0 2.5
16747 16752 16750 16761  60.0 2.5
